ACTIVITY_CODE,ACTIVITY_NAME,TREATMENT_TYPE,FUND_CODES,NBR_UNITS_PLANNED,NBR_UNITS_ACCOMPLISHED,UOM,DATE_PLANNED,DATE_ACCOMPLISHED,DATE_COMPLETED,FY_PLANNED,FY_ACCOMPLISHED,FY_COMPLETED,ACTIVITY_UNIT_ORG,REGION_CODE,ADMIN_FOREST_CODE,DISTRICT_CODE,HOME_ORG,ADMIN_FOREST_NAME,ADMIN_DISTRICT_NAME,PROCLAIMED_FOREST_CODE,OWNERSHIP_CODE,OWNERSHIP_DESC,STATE_ABBR,WATERSHED_CODE,SLOPE,ELEVATION,ASPECT,METHOD_CODE,METHOD_DESC,EQUIPMENT_CODE,EQUIPMENT_DESC,COST_PER_UOM,NEPA_PROJECT_ID,NEPA_DOC_NAME,IMPLEMENTATION_PROJECT_NAMES,IMPLEMENTATION_PROJECT_NUMBERS,IMPLEMENTATION_PROJECT_TYPES,WORK_AGENT_CODES,SUBUNIT_SIZE,SUBUNIT_UOM,ACTIVITY_UNIT_CN,SUBUNIT_CN,FACTS_ID,SUID,SUBUNIT,SUBUNIT_NAME,ACTIVITY_CN,NEPA_PROJECT_CN,STAGE,STAGE_DESC,REV_DATE,DATA_SOURCE_CODE,DATA_SOURCE_DESC,CRC_VALUE,ETL_MODIFIED,UK,EDW_INSERT_DATE,GIS_MILES,OBJECTID,ACCURACY,SHAPELEN
5620,Watershed Resource Road Obliteration - Length,N/A,PPPP,2,2,MILES,2018/09/28 00:00:00+00,2018/09/28 00:00:00+00,,2018,2018,,031102,03,01,02,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,200,Mechanical,201,Dozer,3495,NOT REQD,DEFAULT FOR NOT REQUIRED,"02 RIM LAKES WOODS 13T,4 FOREST RESTORATION INITIATIVE","21802,CFLR005","CFLRP,STWD",SC,2,MILES,AU8170010602,1123406010602,RIMLAKES01,031102RIMLAKES01R02,R02,WOODS ROADS,5587357010602,101043710437,3,Accomplished,2018/10/15 17:32:26+00,20,Digitized Other,3DD216F8E3235689,Y,0301_1635_ACTL,2021/01/18 02:04:16+00,1.992,177581,,0.0340796683614651
2100,Nonrange Fences - Length,N/A,RTRT,0.3,0.3,MILES,2021/06/04 00:00:00+00,2021/06/04 00:00:00+00,2021/06/04 00:00:00+00,2021,2021,2021,031102,03,01,02,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,106,Maintenance,000,NA,10,NOT REQD,DEFAULT FOR NOT REQUIRED,4 FOREST RESTORATION INITIATIVE,CFLR005,CFLRP,FA,0.3,MILES,4800974010602,1154113010602,ASPENFENCE,031102ASPENFENCEF02,F02,LARSON 2 FENCE,6327666010602,101043710437,3,Accomplished,2018/09/26 17:40:17+00,3,GPS – Differentially Corrected Data,C3A346860C04E7D6,Y,0301_1631_ACTL,2021/01/18 02:04:16+00,0.243,178221,,0.0039615118005031
1140,Fireline Construction,Preparation,GSRV,0.5,0.5,MILES,2018/09/21 00:00:00+00,2018/09/21 00:00:00+00,,2018,2018,,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,,,,,200,,204,,103.53,,,"COLD JIM STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","009,CFLR001","CFLRP,STWD",SC,0.5,MILES,5654751010602,1065405010602,A080400063,011002A080400063001,001,FIRELINE,5316435010602,46046,3,Accomplished,2018/08/01 22:41:52+00,,,F0E2BB044AA7AF3A,Y,0110_175_ACTL,2021/01/19 11:32:02+00,0.497,182073,,0.00931583969848893
1140,Fireline Construction,Preparation,GSRV,0.1,0.1,MILES,2018/06/06 00:00:00+00,2018/09/21 00:00:00+00,,2018,2018,,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,,,,,200,,204,,103.53,,,"COLD JIM STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","009,CFLR001","CFLRP,STWD",SC,0.1,MILES,5654751010602,1124473010602,A080400063,011002A080400063004,004,FIRELINE,5594438010602,46046,3,Accomplished,2018/08/01 22:41:52+00,,,F16C27E54EF3D52E,Y,0110_177_ACTL,2021/01/19 11:32:02+00,0.05,182074,,0.000780054870028854
3101,Recreation (General) - Length,N/A,CWKV,2,2,MILES,2017/01/01 00:00:00+00,2017/01/01 00:00:00+00,2017/01/01 00:00:00+00,2017,2017,2017,080903,08,09,03,080903,Ouachita National Forest,Cold Springs Ranger District,0819,FS,USDA FOREST SERVICE,AR,,,,,000,,000,,2444,,,SHORTLEAF-BLUESTEM COMMUNITY,CFLR018,CFLRP,FA,7,MILES,AU278540010602,420661010602,0000230000,0809030000230000L01,L01,SUGAR CREEK TRAIL,2732130010602,18561,3,Accomplished,2017/09/28 16:14:11+00,20,Digitized Other,DA0BF21048D6F828,Y,0809_21_ACTL,2020/08/25 02:55:52+00,2.335,182075,3,0.0391338089100519
3101,Recreation (General) - Length,N/A,CWKV,2,2,MILES,2017/04/01 00:00:00+00,2017/04/01 00:00:00+00,2017/04/01 00:00:00+00,2017,2017,2017,080903,08,09,03,080903,Ouachita National Forest,Cold Springs Ranger District,0819,FS,USDA FOREST SERVICE,AR,,,,,000,,000,,2444,,,SHORTLEAF-BLUESTEM COMMUNITY,CFLR018,CFLRP,FA,7,MILES,AU278540010602,420661010602,0000230000,0809030000230000L01,L01,SUGAR CREEK TRAIL,AC1657177010602,18561,3,Accomplished,2017/09/28 16:14:11+00,20,Digitized Other,DA0BF2106F3BF907,Y,0809_21_ACTL,2020/08/25 02:55:52+00,2.335,182076,3,0.0391338089100519
1140,Fireline Construction,Preparation,NFHF,1.5,1,MILES,2017/10/01 00:00:00+00,2017/10/10 00:00:00+00,2017/10/10 00:00:00+00,2018,2018,2018,020402,02,04,02,020402,"Grand Mesa, Uncompahgre and Gunnison National Forests",Grand Valley Ranger District,0204,FS,USDA FOREST SERVICE,CO,,,,,100,,111,,125,,,"UNCOMPAHGRE PLATEAU,VETERAN FIRE CORPS"," ,CFLR003"," ,CFLRP",PB,1.5,MILES,AU218192010602,1111396010602,7301011010,0204027301011010V17,V17,ROCKY PITCH - VETERANS LINE CONSTRUCTION,5530375010602,46281,3,Accomplished,2017/11/07 00:00:00+00,20,Digitized Other,F1DCCAA043E108A9,Y,0204_3551_ACTL,2021/01/17 02:23:09+00,0.92,182088,,0.0174032279816061
1140,Fireline Construction,Preparation,NFHF,1,1,MILES,2017/10/01 00:00:00+00,2017/10/05 00:00:00+00,2017/10/05 00:00:00+00,2018,2018,2018,020402,02,04,02,020402,"Grand Mesa, Uncompahgre and Gunnison National Forests",Grand Valley Ranger District,0204,FS,USDA FOREST SERVICE,CO,,,,,100,,111,,125,,,"UNCOMPAHGRE PLATEAU,VETERAN FIRE CORPS"," ,CFLR003"," ,CFLRP",PB,1.5,MILES,AU218192010602,1111431010602,7301011010,0204027301011010V18,V18,ROCKY PITCH - VETERANS LINE CONSTRUCTION,5530445010602,46281,3,Accomplished,2017/11/07 00:00:00+00,20,Digitized Other,7CBA16CA03E19499,Y,0204_3552_ACTL,2021/01/17 02:23:09+00,0.847,182089,,0.0149765067173393
1140,Fireline Construction,Preparation,WFHF,1.6,1.6,MILES,2014/10/01 00:00:00+00,2015/07/07 00:00:00+00,2015/07/07 00:00:00+00,2015,2015,2015,020405,02,04,05,020405,"Grand Mesa, Uncompahgre and Gunnison National Forests",Norwood Ranger District,0204,FS,USDA FOREST SERVICE,CO,,,,,100,,111,,5000,,,"UNCOMPAHGRE PLATEAU,VETERAN FIRE CORPS"," ,CFLR003"," ,CFLRP",FA,1.6,MILES,4777400010602,1000308010602,GLENCOEPIN,020405GLENCOEPINV15,V15,VETERAN FIRE CORPS LINE,4681580010602,32545,3,Accomplished,2015/09/29 15:08:54+00,20,Digitized Other,AA862A838E016238,Y,0204_1631_ACTL,2021/01/17 02:23:09+00,1.27,182090,,0.0212646849503294
3101,Recreation (General) - Length,N/A,CWKV,2,2,MILES,2017/01/01 00:00:00+00,2017/04/01 00:00:00+00,2017/04/01 00:00:00+00,2017,2017,2017,080903,08,09,03,080903,Ouachita National Forest,Cold Springs Ranger District,0819,FS,USDA FOREST SERVICE,AR,,,,,000,,000,,2444,,,SHORTLEAF-BLUESTEM COMMUNITY,CFLR018,CFLRP,FA,7,MILES,AU278540010602,420661010602,0000230000,0809030000230000L01,L01,SUGAR CREEK TRAIL,2732129010602,18561,3,Accomplished,2017/09/28 16:14:11+00,20,Digitized Other,DA0BF210AA82824B,Y,0809_21_ACTL,2020/08/25 02:55:52+00,2.335,182091,3,0.0391338089100519
3101,Recreation (General) - Length,N/A,CWKV,2,2,MILES,2017/01/01 00:00:00+00,2017/04/01 00:00:00+00,2017/04/01 00:00:00+00,2017,2017,2017,080903,08,09,03,080903,Ouachita National Forest,Cold Springs Ranger District,0819,FS,USDA FOREST SERVICE,AR,,,,,000,,000,,2444,,,SHORTLEAF-BLUESTEM COMMUNITY,CFLR018,CFLRP,FA,7,MILES,AU278540010602,420661010602,0000230000,0809030000230000L01,L01,SUGAR CREEK TRAIL,2732127010602,18561,3,Accomplished,2017/09/28 16:14:11+00,20,Digitized Other,DA0BF21026A6CB61,Y,0809_21_ACTL,2020/08/25 02:55:52+00,2.335,182092,3,0.0391338089100519
3101,Recreation (General) - Length,N/A,CWKV,2,2,MILES,2017/01/01 00:00:00+00,2017/04/01 00:00:00+00,2017/04/01 00:00:00+00,2017,2017,2017,080903,08,09,03,080903,Ouachita National Forest,Cold Springs Ranger District,0819,FS,USDA FOREST SERVICE,AR,,,,,000,,000,,2444,,,SHORTLEAF-BLUESTEM COMMUNITY,CFLR018,CFLRP,FA,7,MILES,AU278540010602,420661010602,0000230000,0809030000230000L01,L01,SUGAR CREEK TRAIL,2734236010602,18561,3,Accomplished,2017/09/28 16:14:11+00,20,Digitized Other,DA0BF21004880B30,Y,0809_21_ACTL,2020/08/25 02:55:52+00,2.335,182701,3,0.0391338089100519
6011,Wildlife inventory - transects,N/A,CWKV,5,5,MILES,2016/04/01 00:00:00+00,2016/04/01 00:00:00+00,2016/04/01 00:00:00+00,2016,2016,2016,080903,08,09,03,080903,Ouachita National Forest,Cold Springs Ranger District,0819,FS,USDA FOREST SERVICE,AR,,,,,000,,000,,100,,,SHORTLEAF-BLUESTEM COMMUNITY,CFLR018,CFLRP,FA,5,MILES,AU221987010602,320072010602,0000242TB0,0809030000242TB0000,000,BEAR SURVEY,AC1335062010602,23401032910329,3,Accomplished,2013/04/01 00:00:00+00,20,Digitized Other,5A5BBEE02A04031C,Y,0809_8_ACTL,2020/08/25 02:55:52+00,2.32,182702,,0.0414365394384043
9007,Road Maintenance,Prism,CWKV,1,1,MILES,2014/01/01 00:00:00+00,2014/09/06 00:00:00+00,2014/09/06 00:00:00+00,2014,2014,2014,080909,08,09,09,080909,Ouachita National Forest,Poteau Ranger District,0819,FS,USDA FOREST SERVICE,AR,,,,,000,,000,,22248,,,SHORTLEAF-BLUESTEM COMMUNITY,CFLR018,CFLRP,"CT,FA",1,MILES,AU9495010329,952430010602,0001267000,0809090001267000R01,R01,,4336890010602,21061,3,Accomplished,2019/12/31 18:00:57+00,20,Digitized Other,FD8E1EF1CEEFCB4E,Y,0809_38_ACTL,2020/08/25 02:55:53+00,0.994,182703,,0.0173492091150201
5620,Watershed Resource Road Obliteration - Length,N/A,CWKV,1,1,MILES,2013/01/01 00:00:00+00,2014/07/01 00:00:00+00,2014/07/01 00:00:00+00,2013,2014,2014,080909,08,09,09,080909,Ouachita National Forest,Poteau Ranger District,0819,FS,USDA FOREST SERVICE,AR,,,,,000,,000,,5000,,,SHORTLEAF-BLUESTEM COMMUNITY,CFLR018,CFLRP,,1,MILES,AU218784010602,315966010602,000HSMT000,080909000HSMT000R01,R01,ROAD OBLITERATION,AC1309379010602,427010602,3,Accomplished,2019/12/31 19:10:54+00,20,Digitized Other,743A215D33131B18,Y,0809_40_ACTL,2020/08/25 02:55:52+00,1.127,182704,,0.0205698724877781
2100,Nonrange Fences - Length,N/A,RTRT,0.3,0.3,MILES,2021/11/01 00:00:00+00,2021/11/01 00:00:00+00,2021/11/01 00:00:00+00,2022,2022,2022,031102,03,11,02,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,106,,000,,10,NOT REQD,DEFAULT FOR NOT REQUIRED,4 FOREST RESTORATION INITIATIVE,CFLR005,CFLRP,FA,0.3,MILES,4800974010602,1154115010602,ASPENFENCE,031102ASPENFENCEF16,F16,PROMONTORY FENCE,6399026010602,101043710437,3,Accomplished,2018/09/26 17:48:11+00,3,GPS – Differentially Corrected Data,3AC79B887A8D258B,Y,0301_1634_ACTL,2021/01/18 02:04:16+00,0.29,183352,,0.00472596124399522
1140,Fireline Construction,Preparation,GSRV,0.4,0.4,MILES,2018/08/31 00:00:00+00,2018/09/21 00:00:00+00,2021/11/10 00:00:00+00,2018,2018,2022,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,1701021102,,,,200,,204,,0,,,"COLD JIM STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","009,CFLR001","CFLRP,STWD",SC,0.4,MILES,5654932010602,1065742010602,A100100083,011002A100100083001,001,FIRELINE,5317610010602,46046,3,Accomplished,2018/08/01 22:41:52+00,,,83F3A70F3645BFF0,Y,0110_172_ACTL,2021/01/19 11:32:02+00,0.427,183661,,0.00746605499591903
1140,Fireline Construction,Preparation,GSRV,0.6,0.6,MILES,2018/08/31 00:00:00+00,2018/09/21 00:00:00+00,2021/11/15 00:00:00+00,2018,2018,2022,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,1701021102,,,,200,,204,,0,,,"COLD JIM STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","009,CFLR001","CFLRP,STWD",SC,0.6,MILES,5893474010602,1123894010602,A100100084,011002A100100084001,001,FIRELINE,5590486010602,46046,3,Accomplished,2018/08/01 22:41:52+00,,,6300FC60D6407AE9,Y,0110_171_ACTL,2021/01/19 11:32:02+00,0.592,183662,,0.0106011482173493
1140,Fireline Construction,Preparation,GSRV,3.4,3.4,MILES,2019/02/14 00:00:00+00,2019/02/14 00:00:00+00,2022/07/12 00:00:00+00,2019,2019,2022,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,,,,,200,,204,,0,,,"BEAVER STEW STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","010,CFLR001","CFLRP,STWD",SC,3.4,MILES,AU72535010259,1134546010602,A230100190,011002A230100190002,002,BV32 FIRELINE,5639659010602,46589,3,Accomplished,2018/08/01 22:40:18+00,,,2513D2E5200A4364,Y,0110_152_ACTL,2021/01/19 11:32:01+00,0.255,183663,,0.00480739039551275
1140,Fireline Construction,Preparation,GSRV,0.3,0.3,MILES,2019/02/14 00:00:00+00,2019/02/14 00:00:00+00,2022/07/19 00:00:00+00,2019,2019,2022,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,,,,,200,,204,,0,,,"BEAVER STEW STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","010,CFLR001","CFLRP,STWD",SC,0.3,MILES,5933800010602,1134991010602,A230100220,011002A230100220005,005,BV39NE FIRELINE,5641168010602,46589,3,Accomplished,2018/08/01 22:40:18+00,,,91AC75452F8F637B,Y,0110_165_ACTL,2021/01/19 11:32:02+00,0.284,183664,,0.00531520672323502
1140,Fireline Construction,Preparation,GSRV,0.4,0.4,MILES,2019/02/14 00:00:00+00,2019/02/14 00:00:00+00,2022/07/19 00:00:00+00,2019,2019,2022,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,,,,,200,,204,,0,,,"BEAVER STEW STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","010,CFLR001","CFLRP,STWD",SC,0.4,MILES,5933800010602,1134998010602,A230100220,011002A230100220007,007,BV39NWNW FIRELINE,5641172010602,46589,3,Accomplished,2018/08/01 22:40:18+00,,,5FF476BF4844510B,Y,0110_166_ACTL,2021/01/19 11:32:02+00,0.344,183665,,0.00674200969306378
1140,Fireline Construction,Preparation,GSRV,0.3,0.3,MILES,2019/02/14 00:00:00+00,2019/02/14 00:00:00+00,2022/07/19 00:00:00+00,2019,2019,2022,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,,,,,200,,204,,0,,,"BEAVER STEW STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","010,CFLR001","CFLRP,STWD",SC,0.3,MILES,5933800010602,1134999010602,A230100220,011002A230100220009,009,BV39NWSC FIRELINE,5641173010602,46589,3,Accomplished,2018/08/01 22:40:18+00,,,35C3D9E2C70AE751,Y,0110_167_ACTL,2021/01/19 11:32:02+00,0.276,183666,,0.00478113896611267
1140,Fireline Construction,Preparation,GSRV,0.1,0.1,MILES,2019/02/14 00:00:00+00,2019/02/14 00:00:00+00,2022/07/19 00:00:00+00,2019,2019,2022,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,,,,,200,,204,,0,,,"BEAVER STEW STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","010,CFLR001","CFLRP,STWD",SC,0.1,MILES,5933800010602,1135000010602,A230100220,011002A230100220011,011,BV39NWSW FIRELINE,5641174010602,46589,3,Accomplished,2018/08/01 22:40:18+00,,,A5188FA70421C460,Y,0110_164_ACTL,2021/01/19 11:32:02+00,0.144,183667,,0.00251893507240136
1140,Fireline Construction,Preparation,GSRV,0.6,0.6,MILES,2019/02/14 00:00:00+00,2019/02/14 00:00:00+00,2022/07/19 00:00:00+00,2019,2019,2022,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,,,,,200,,204,,0,,,"BEAVER STEW STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","010,CFLR001","CFLRP,STWD",SC,0.6,MILES,5933800010602,1135001010602,A230100220,011002A230100220013,013,BV39SE FIRELINE,5641175010602,46589,3,Accomplished,2018/08/01 22:40:18+00,,,C2F7A68C84066CD4,Y,0110_163_ACTL,2021/01/19 11:32:02+00,0.556,183668,,0.00976827012027372
1140,Fireline Construction,Preparation,GSRV,0.3,0.3,MILES,2019/02/14 00:00:00+00,2019/02/14 00:00:00+00,2022/07/19 00:00:00+00,2019,2019,2022,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,,,,,200,,204,,0,,,"BEAVER STEW STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","010,CFLR001","CFLRP,STWD",SC,0.3,MILES,5933800010602,1135002010602,A230100220,011002A230100220015,015,BV39SW FIRELINE,5641177010602,46589,3,Accomplished,2018/08/01 22:40:18+00,,,3D464A441EEE1EC1,Y,0110_162_ACTL,2021/01/19 11:32:02+00,0.301,183669,,0.00544377323245293
1140,Fireline Construction,Preparation,GSRV,0.3,0.3,MILES,2019/02/14 00:00:00+00,2019/02/14 00:00:00+00,2022/07/26 00:00:00+00,2019,2019,2022,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,,,,,200,,204,,0,,,"BEAVER STEW STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","010,CFLR001","CFLRP,STWD",SC,0.3,MILES,5933847010602,1134986010602,A230100221,011002A230100221001,001,BV42 FIRELINE,5641184010602,46589,3,Accomplished,2018/08/01 22:40:18+00,,,1327A56A1AD33FFB,Y,0110_154_ACTL,2021/01/19 11:32:01+00,0.334,183670,,0.00599965340123633
1140,Fireline Construction,Preparation,GSRV,1.3,1.3,MILES,2019/02/14 00:00:00+00,2019/02/14 00:00:00+00,2022/07/05 00:00:00+00,2019,2019,2022,011002,01,10,02,011002,Flathead National Forest,Condon Ranger District,0110,FS,USDA FOREST SERVICE,MT,,,,,200,,204,,0,,,"BEAVER STEW STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","010,CFLR001","CFLRP,STWD",SC,1.3,MILES,5931791010602,1134553010602,A230200070,011002A230200070001,001,BV36 FIRELINE,5639681010602,46589,3,Accomplished,2018/08/01 22:40:18+00,,,BA46B0D5793E526A,Y,0110_153_ACTL,2021/01/19 11:32:01+00,1.285,183671,,0.0239372908652332
6683,Inland Fish habitat non-structural maintenance - Length,N/A,CFLN,0.9,0.9,MILES,2008/06/16 00:00:00+00,2013/09/22 00:00:00+00,2013/09/30 00:00:00+00,2008,2013,2013,051652,05,16,52,051652,Stanislaus National Forest,Calaveras Ranger District,0516,FS,USDA FOREST SERVICE,CA,,,,,200,,204,,1200,,,AMADOR-CALAVERAS CONSENSUS GROUP CORNERSTONE PROJECT,CFLR015,CFLRP,CT,2.5,MILES,2556947010602,909901010602,2110013000,0516522110013000001,001,FOREST CREEK ROADS,4049486010602,26652,3,Accomplished,2022/09/28 00:00:00+00,7,Digitized From Hardcopy PBS/SEQ,A841FD441FB86F06,Y,0516_29_ACTL,2022/09/29 01:19:25+00,2.115,183982,,0.0343315454623592
1140,Fireline Construction,Preparation,NFXN,3.6,3.6,MILES,2021/08/01 00:00:00+00,2021/09/01 00:00:00+00,2022/05/14 00:00:00+00,2021,2021,2022,031002,03,10,02,031002,Santa Fe National Forest,Cuba Ranger District,0310,FS,USDA FOREST SERVICE,NM,,,,,100,,113,,45632,,,RIO CHAMA,CFLR025,CFLRP,CT,3.6,MILES,AU198408010602,1313362010602,CHAPARRAL1,031002CHAPARRAL1006,006,TUSAS WEST HANDLINE,6535929010602,101041810418,3,Accomplished,2022/05/27 00:00:00+00,2,GPS – Uncorrected Data,F91549BC4853028E,Y,0310_3_ACTL,2022/06/30 01:19:24+00,3.91,183983,,0.0649341632822037
2100,Nonrange Fences - Length,N/A,RTRT,0.3,0.3,MILES,2021/11/01 00:00:00+00,2021/11/01 00:00:00+00,2021/11/01 00:00:00+00,2022,2022,2022,031102,03,11,02,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,106,,000,,10,NOT REQD,DEFAULT FOR NOT REQUIRED,"4 FOREST RESTORATION INITIATIVE,4FRI","CFLR005,NPL005","CFLRP,NPL",FA,0.3,MILES,4800974010602,1154113010602,ASPENFENCE,031102ASPENFENCEF02,F02,LARSON 2 FENCE,6398967010602,101043710437,3,Accomplished,2018/09/26 17:40:17+00,3,GPS – Differentially Corrected Data,C3A34686F702E9D4,Y,0301_1631_ACTL,2021/01/18 02:04:16+00,0.243,183984,,0.0039615118005031
2100,Nonrange Fences - Length,N/A,RTRT,0.4,0.4,MILES,2021/11/01 00:00:00+00,2021/11/15 00:00:00+00,2021/11/15 00:00:00+00,2022,2022,2022,031102,03,11,02,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,106,,000,,10,NOT REQD,DEFAULT FOR NOT REQUIRED,"4 FOREST RESTORATION INITIATIVE,4FRI","CFLR005,NPL005","CFLRP,NPL",FA,0.4,MILES,4800974010602,1154117010602,ASPENFENCE,031102ASPENFENCEF08,F08,LARSON 8 FENCE,6399014010602,101043710437,3,Accomplished,2018/09/26 17:44:54+00,3,GPS – Differentially Corrected Data,0258F291F0319018,Y,0301_1633_ACTL,2021/01/18 02:04:16+00,0.448,183986,,0.00661792273914474
2100,Nonrange Fences - Length,N/A,RTRT,0.8,0.8,MILES,2021/11/02 00:00:00+00,2021/11/02 00:00:00+00,2021/11/02 00:00:00+00,2022,2022,2022,031102,03,11,02,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,106,,000,,10,NOT REQD,DEFAULT FOR NOT REQUIRED,"4 FOREST RESTORATION INITIATIVE,4FRI","CFLR005,NPL005","CFLRP,NPL",FA,0.8,MILES,4800974010602,1153466010602,ASPENFENCE,031102ASPENFENCEF17,F17,WILLOW FENCE,6399020010602,101043710437,3,Accomplished,2018/09/18 16:36:34+00,2,GPS – Uncorrected Data,EAA9EE03EAF482D0,Y,0301_1311_ACTL,2021/01/18 02:04:16+00,0.789,183987,,0.0125376682741959
2100,Nonrange Fences - Length,N/A,RTRT,0.3,0.3,MILES,2021/11/10 00:00:00+00,2021/11/10 00:00:00+00,2021/11/10 00:00:00+00,2022,2022,2022,031102,03,11,02,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,106,,000,,10,NOT REQD,DEFAULT FOR NOT REQUIRED,"4 FOREST RESTORATION INITIATIVE,4FRI","CFLR005,NPL005","CFLRP,NPL",FA,0.3,MILES,4800974010602,1162103010602,ASPENFENCE,031102ASPENFENCEF20,F20,LONG TOM REC,6400464010602,101043710437,3,Accomplished,2018/10/24 20:11:06+00,2,GPS – Uncorrected Data,6F82A6BFA9BEB408,Y,0301_1951_ACTL,2021/01/18 02:04:16+00,0.329,183988,,0.00497085816767437
1140,Fireline Construction,Preparation,GSRV,1.5,1.5,MILES,2018/09/21 00:00:00+00,2018/09/21 00:00:00+00,2023/07/12 00:00:00+00,2018,2018,2023,011002,,,,011002,,,0110,FS,USDA FOREST SERVICE,MT,1701021102,,,,200,,204,,103.53,,,"COLD JIM STEWARDSHIP,SOUTHWESTERN CROWN OF THE CONTINENT","009,CFLR001","CFLRP,STWD",SC,1.5,MILES,5654682010602,1065727010602,A050100070,011002A050100070001,001,FIRELINE,5317603010602,46046,3,Accomplished,2018/08/01 22:41:52+00,,,AA24E231128E67C6,Y,0110_169_ACTL,2021/01/19 11:32:02+00,1.503,184621,,0.0281930130953325
1140,Fireline Construction,Preparation,CFLN,0.5,0.5,MILES,2022/06/01 00:00:00+00,2022/06/14 00:00:00+00,2023/05/31 00:00:00+00,2022,2022,2023,031001,,10,,031001,Santa Fe National Forest,Coyote Ranger District,0310,FS,USDA FOREST SERVICE,NM,,,,,100,,100,,26400,36980,(PALS)CORDOVAS RESTORATION THINNING AND PRESCRIBED FIRE PROJECT,RIO CHAMA,CFLR025,CFLRP,CT,0.5,MILES,5575214010602,1382049010602,CORDOVASD1,031001CORDOVASD1007,007,CORDOVAS NORTH HANDLINE,6885547010602,39934,3,Accomplished,2023/10/16 00:00:00+00,2,GPS – Uncorrected Data,9FC36E182977598F,Y,0310_626_ACTL,2023/10/17 01:09:01+00,0.461,184941,,0.00790281877851568
1140,Fireline Construction,Preparation,CFLN,0.7,0.7,MILES,2023/06/15 00:00:00+00,2023/06/30 00:00:00+00,2023/07/15 00:00:00+00,2023,2023,2023,031001,,10,,031001,Santa Fe National Forest,Coyote Ranger District,0310,FS,USDA FOREST SERVICE,NM,,,,,100,,100,,8395,,,RIO CHAMA,CFLR025,CFLRP,CT,0.7,MILES,6421777010602,1383762010602,RIOCHAMAD2,031001RIOCHAMAD2006,006,GOBERNO HANDLINE,6892064010602,27714,3,Accomplished,2023/10/16 00:00:00+00,2,GPS – Uncorrected Data,F13FED7C7D873DE0,Y,0310_627_ACTL,2023/10/17 01:09:01+00,0.679,184942,,0.0116032543454285
